No,Food Name,Calorie,Carbohidrat,Fat,Protein,Price,link foto,how to cook,
91,Gulai kambing,126,4,9,6,"35,000",https://kbu-cdn.com/dk/wp-content/uploads/gulai-kambing.jpg,"Bahan-bahan:

500 gram daging kambing, potong menjadi potongan kecil
2 sendok makan minyak goreng
1 buah bawang merah, cincang halus
2 siung bawang putih, cincang halus
2 cm jahe, parut halus
2 batang serai, memarkan
3 lembar daun jeruk
2 lembar daun salam
2 buah cabai merah, iris tipis (sesuaikan dengan tingkat kepedasan yang diinginkan)
1 sendok teh bubuk kunyit
1 sendok teh bubuk ketumbar
1 sendok teh garam
1/2 sendok teh merica bubuk
400 ml santan
Air secukupnya
Langkah-langkah:

Panaskan minyak goreng dalam panci atau wajan yang cukup besar. Tumis bawang merah, bawang putih, jahe, serai, daun jeruk, daun salam, dan cabai merah hingga harum.
Masukkan potongan daging kambing ke dalam panci, aduk rata dan biarkan daging berubah warna.
Tambahkan bubuk kunyit, bubuk ketumbar, garam, dan merica bubuk. Aduk rata hingga daging terbalut bumbu.
Tuangkan santan ke dalam panci, tambahkan air secukupnya agar daging terendam. Aduk perlahan.
Masak gulai kambing dengan api kecil hingga daging empuk dan bumbu meresap, sekitar 1-2 jam.
Jika diperlukan, tambahkan air secukupnya selama proses memasak agar kuah tidak terlalu kental.
Koreksi rasa, tambahkan garam atau bumbu lain sesuai selera Anda.
Angkat gulai kambing dari api dan sajikan hangat bersama nasi putih atau nasi kuning.",
92,"Sop daging sapi, masakan",49,6,1,5,"30,000",https://www.piknikdong.com/wp-content/uploads/2021/07/Bumbu-Sop-Daging-Sapi-min.jpg,"Bahan-bahan:

500 gram daging sapi, potong dadu
2 liter air
1 buah bawang bombay, cincang halus
2 siung bawang putih, cincang halus
2 batang seledri, iris tipis
2 wortel, potong dadu kecil
2 kentang, potong dadu kecil
Garam secukupnya
Merica secukupnya
1 sendok makan minyak sayur
Langkah-langkah:

Panaskan minyak sayur dalam panci besar. Tumis bawang bombay dan bawang putih hingga harum.
Masukkan potongan daging sapi ke dalam panci dan aduk hingga daging berubah warna menjadi cokelat.
Tuangkan air ke dalam panci dan biarkan mendidih. Kemudian, kecilkan api dan biarkan sup mendidih perlahan selama sekitar 1-2 jam hingga daging empuk.
Setelah daging empuk, tambahkan wortel dan kentang ke dalam sup. Masak hingga sayuran menjadi lunak, sekitar 15-20 menit.
Tambahkan garam dan merica sesuai selera. Koreksi rasa jika diperlukan.
Terakhir, taburi sup dengan irisan seledri sebagai hiasan.
Sop daging sapi siap disajikan. Nikmati hangat-hangat dengan nasi putih atau roti.",
93,"Sop kaki sapi, masakan",68,9,2,4,"30,000",https://assets.pikiran-rakyat.com/crop/0x0:0x0/x/photo/2022/03/04/2026904256.jpg,"Bahan-bahan:

500 gram kaki sapi, bersihkan dan potong-potong
1 liter air
1 buah wortel, potong dadu
2 batang seledri, iris halus
1 buah bawang bombay, iris tipis
3 siung bawang putih, cincang halus
2 cm jahe, memarkan
Garam secukupnya
Merica secukupnya
Minyak sayur untuk menumis
Cara membuat:

Rebus potongan kaki sapi dalam air mendidih selama sekitar 15 menit untuk menghilangkan kotoran dan bau amis. Buang air rebusan pertama.
Tambahkan air bersih ke dalam panci, kemudian masukkan kaki sapi yang telah direbus ke dalam air tersebut. Masak dengan api sedang hingga daging kaki sapi menjadi empuk.
Sementara itu, panaskan minyak sayur dalam wajan dan tumis bawang putih dan bawang bombay hingga harum dan berwarna kecokelatan.
Setelah daging kaki sapi empuk, masukkan tumisan bawang putih dan bawang bombay ke dalam panci.
Tambahkan pula potongan wortel, jahe, dan seledri ke dalam panci. Masak dengan api kecil selama sekitar 30-40 menit atau hingga wortel empuk.
Beri garam dan merica secukupnya sesuai selera. Aduk rata.
Setelah semua bahan matang dan bumbu meresap, sop kaki sapi siap disajikan.",
94,"Sop kambing, masakan",34,6,1,1,"35,000",https://i0.wp.com/resepkoki.id/wp-content/uploads/2017/02/Resep-Sop-Kambing.jpg?fit=1224%2C1513&ssl=1,"Bahan-bahan:

500 gram daging kambing, potong menjadi potongan kecil
2 liter air
1 buah bawang bombay, cincang halus
3 siung bawang putih, cincang halus
1 cm jahe, memarkan
2 batang serai, memarkan bagian putihnya
2 lembar daun salam
2 sendok makan minyak goreng
Garam secukupnya
Merica bubuk secukupnya
Daun seledri, iris halus (untuk taburan)
Langkah-langkah:

Panaskan minyak goreng dalam panci besar. Tumis bawang bombay, bawang putih, jahe, serai, dan daun salam hingga harum.
Masukkan potongan daging kambing ke dalam panci. Aduk-aduk hingga daging berubah warna.
Tuangkan air ke dalam panci. Tambahkan garam dan merica bubuk secukupnya.
Biarkan sop mendidih, lalu kecilkan api. Tutup panci dan biarkan mendidih perlahan selama sekitar 1,5-2 jam hingga daging kambing empuk.
Setelah daging empuk, cicipi dan sesuaikan rasa sop dengan garam dan merica sesuai selera.
Angkat sop kambing dari api. Sajikan dalam mangkuk, taburi dengan daun seledri iris, dan hidangkan selagi hangat.",
95,"Sop konro, masakan",71,7,3,5,"40,000",https://asset.kompas.com/crops/t9vL2Z6ZAjt7cnpl05cuYOfd2k4=/129x72:651x420/750x500/data/photo/2020/07/30/5f22636a0e7e0.jpg,"Bahan-bahan:

500 gram iga sapi atau tulang iga
2 liter air
3 siung bawang putih, cincang halus
2 batang serai, memarkan
2 lembar daun salam
2 sendok makan minyak goreng
1 sendok teh garam
1 sendok teh merica bubuk
1 sendok makan kecap manis
1 sendok makan kecap inggris
1 sendok makan saus tomat
1 sendok teh gula pasir
Daun bawang, iris tipis (untuk taburan)
Bawang merah goreng (untuk taburan)
Kerupuk udang (opsional)
Langkah-langkah:

Rebus iga sapi atau tulang iga dalam air mendidih selama sekitar 30-40 menit atau hingga daging empuk dan kuah beraroma harum. Tiriskan dan sisihkan kuah kaldu.
Panaskan minyak goreng dalam panci. Tumis bawang putih, serai, dan daun salam hingga harum.
Masukkan iga sapi atau tulang iga yang sudah direbus ke dalam panci. Aduk rata dengan bumbu tumis.
Tambahkan kaldu yang sudah disisihkan tadi ke dalam panci. Biarkan mendidih.
Setelah mendidih, tambahkan garam, merica bubuk, kecap manis, kecap inggris, saus tomat, dan gula pasir. Aduk rata dan masak selama beberapa menit.
Koreksi rasa sesuai selera Anda.
Angkat sop konro dan sajikan dalam mangkuk.
Taburi dengan irisan daun bawang dan bawang merah goreng. Anda juga dapat menyajikannya dengan kerupuk udang jika diinginkan.
Sop konro siap disajikan hangat.",
96,"Sop saudara, masakan",89,7,5,4,"25,000",https://resepkoki.id/wp-content/uploads/2018/03/Resep-Sop-Sodara.jpg,"Bahan-bahan:

Daging sapi, potong menjadi dadu kecil
Bawang merah, cincang halus
Bawang putih, cincang halus
Wortel, potong dadu kecil
Kentang, potong dadu kecil
Daun bawang, iris tipis
Garam
Merica
Kaldu bubuk
Air secukupnya
Minyak untuk menumis
Langkah-langkah:

Panaskan minyak dalam panci besar. Tumis bawang merah dan bawang putih hingga harum.
Masukkan daging sapi dan masak hingga berubah warna.
Tambahkan wortel dan kentang. Aduk rata.
Tuangkan air secukupnya, cukup untuk menutupi semua bahan. Biarkan mendidih.
Setelah mendidih, kecilkan api dan biarkan mendidih perlahan selama sekitar 1-2 jam hingga daging dan sayuran menjadi empuk.
Tambahkan garam, merica, dan kaldu bubuk sesuai dengan selera. Aduk rata dan biarkan merebus sebentar.
Terakhir, tambahkan daun bawang iris tipis. Aduk sebentar dan matikan api.
Sajikan sop saudara hangat bersama nasi atau roti.",
97,"Soto bandung, masakan",42,4,2,3,"20,000",https://asset.kompas.com/crops/aq7SWhGNCO6UTombdviZuAchnCM=/3x0:700x465/750x500/data/photo/2021/04/21/607ff824cb839.jpg,"Bahan-bahan:

500 gram daging sapi, potong-potong
2 liter air
3 batang serai, memarkan
4 lembar daun salam
2 cm jahe, memarkan
2 cm lengkuas, memarkan
2 sendok makan minyak goreng
4 siung bawang putih, cincang halus
4 siung bawang merah, cincang halus
2 sendok teh bubuk ketumbar
1 sendok teh bubuk jintan
1 sendok teh garam (sesuai selera)
1/2 sendok teh merica bubuk
1 sendok makan kecap manis
200 gram tauge, seduh dengan air panas
100 gram bihun, rendam dengan air panas
Cara membuat:

Rebus daging sapi dalam air mendidih hingga empuk. Tiriskan daging dan potong-potong kecil.
Panaskan minyak goreng dalam panci besar, tumis bawang putih dan bawang merah hingga harum.
Masukkan potongan daging sapi ke dalam panci dan aduk rata dengan bumbu tumis.
Tambahkan serai, daun salam, jahe, lengkuas, bubuk ketumbar, bubuk jintan, garam, dan merica bubuk. Aduk rata.
Tuangkan air ke dalam panci dan masak dengan api sedang hingga mendidih. Kemudian kecilkan api dan biarkan kuah mendidih perlahan selama sekitar 1-2 jam agar bumbu meresap.
Setelah kuah matang, tambahkan kecap manis dan aduk rata.
Sajikan Soto Bandung dengan tauge dan bihun yang telah direndam. Tambahkan potongan daun seledri, irisan tomat, dan irisan jeruk nipis sebagai pelengkap.
Soto Bandung siap disajikan. Nikmati selagi hangat.",
98,"Soto banjar, masakan",110,3,10,3,"20,000",https://www.masakapahariini.com/wp-content/uploads/2019/06/5.jpg,"Bahan-bahan:

500 gram daging sapi, potong kecil-kecil
2 batang serai, memarkan
4 lembar daun salam
4 lembar daun jeruk
2 cm lengkuas, memarkan
4 siung bawang putih, haluskan
2 siung bawang merah, haluskan
1 sendok teh ketumbar bubuk
1 sendok teh merica bubuk
1 sendok teh garam
1 sendok teh gula
1 sendok makan minyak goreng
Air secukupnya
Bahan pelengkap: mie kuning, taoge, seledri, daun bawang, irisan jeruk nipis
Langkah-langkah:

Panaskan minyak goreng dalam panci. Tumis bawang putih dan bawang merah hingga harum.
Masukkan daging sapi ke dalam panci dan aduk hingga daging berubah warna.
Tambahkan serai, daun salam, daun jeruk, lengkuas, ketumbar bubuk, merica bubuk, garam, dan gula. Aduk rata.
Tuangkan air secukupnya hingga daging terendam. Biarkan mendidih dan kecilkan api. Masak hingga daging menjadi empuk dan bumbu meresap, sekitar 1-2 jam.
Setelah daging empuk, angkat potongan daging dan iris tipis-tipis.
Rebus mie kuning dan taoge secara terpisah.
Sajikan soto dengan potongan daging, mie kuning, taoge, seledri, dan daun bawang. Tambahkan irisan jeruk nipis di atasnya untuk memberikan rasa segar.",
99,"Soto betawi, masakan",135,3,9,12,"25,000",https://dinaskebudayaan.jakarta.go.id/content/uploads/artikel/IMG_3871.jpg?1665535509650,"Bahan-bahan:

Daging sapi, potong-potong (500 gram)
Bawang putih, cincang halus (3 siung)
Bawang merah, cincang halus (2 siung)
Jahe, parut halus (1 cm)
Serai, memarkan (1 batang)
Daun jeruk, sobek-sobek (3 lembar)
Santan kental (200 ml)
Garam secukupnya
Merica bubuk secukupnya
Minyak untuk menumis
Air secukupnya
Kemiri, sangrai (4 butir)
Kunyit, bakar dan haluskan (1 cm)
Ketumbar, sangrai dan haluskan (1 sendok teh)
Lada hitam, sangrai dan haluskan (1 sendok teh)
Jintan, sangrai dan haluskan (1 sendok teh)
Merica bubuk (secukupnya) 

Langkah-langkah:

Panaskan minyak dalam panci, tumis bawang putih, bawang merah, jahe, serai, dan daun jeruk hingga harum.
Tambahkan bumbu halus, aduk rata, dan masak sampai matang.
Masukkan potongan daging sapi, aduk hingga daging berubah warna.
Tuangkan santan kental dan tambahkan air secukupnya. Masak dengan api sedang hingga daging empuk dan bumbu meresap.
Tambahkan garam dan merica bubuk secukupnya sesuai selera.
Angkat Soto Betawi dari api dan siap disajikan.
Sajikan soto dalam mangkuk, tambahkan irisan telur rebus, kerupuk, bawang merah goreng, daun bawang, seledri, dan sambal kecap sebagai pelengkap.
Nikmati Soto Betawi hangat sebagai hidangan lezat.",
100,"Soto jeroan, masakan",92,12,4,1,"20,000",https://awsimages.detik.net.id/community/media/visual/2022/03/15/resep-soto-jeroan-sapi_43.jpeg?w=1200,"Bahan-bahan:

500 gram jeroan (hati, usus, atau ampela) sapi atau ayam, bersihkan dan rebus hingga matang
1 liter kaldu sapi atau ayam
2 batang serai, memarkan
3 lembar daun jeruk
3 cm jahe, memarkan
3 lembar daun salam
2 sendok makan minyak goreng
Garam secukupnya
Merica bubuk secukupnya
Air jeruk nipis secukupnya
4 siung bawang putih
4 butir bawang merah
2 cm kunyit
2 cm lengkuas
1 sendok teh ketumbar bubuk
1 sendok teh jintan bubuk
1 sendok teh bubuk cabe

Langkah-langkah:

Panaskan minyak dalam panci, tumis bumbu halus, serai, daun jeruk, jahe, dan daun salam hingga harum.
Masukkan jeroan yang telah direbus ke dalam panci, aduk rata dengan bumbu.
Tuang kaldu sapi atau ayam ke dalam panci, masak dengan api kecil hingga mendidih.
Tambahkan garam, merica, dan air jeruk nipis secukupnya untuk memberikan rasa segar. Aduk rata.
Biarkan soto mendidih beberapa saat hingga bumbu meresap.
Siapkan mangkuk saji, tambahkan soun, tauge, daun seledri, daun bawang, dan bawang merah goreng.
Tuangkan soto jeroan ke dalam mangkuk saji.
Sajikan Soto Jeroan dengan kerupuk sebagai pelengkap.
Selamat mencoba membuat Soto Jeroan!",
101,"Soto kudus, masakan",38,3,2,2,"20,000",https://www.masakapahariini.com/wp-content/uploads/2020/02/soto-kudus-7.jpg,"Bahan-bahan:

500 gram daging ayam, potong menjadi beberapa bagian
1 liter air
2 batang serai, memarkan
3 lembar daun jeruk
2 lembar daun salam
2 cm lengkuas, memarkan
3 siung bawang putih, cincang halus
2 sendok makan minyak goreng
Garam secukupnya
Merica secukupnya
200 gram bihun, rendam air panas hingga lembut
100 gram tauge, seduh dengan air panas
Bawang merah goreng, sejumput
Daun seledri, iris tipis untuk taburan
Jeruk nipis, iris menjadi wedges untuk pelengkap
Langkah-langkah:

Rebus daging ayam dalam air mendidih sampai matang dan empuk. Angkat dan tiriskan.
Panaskan minyak dalam panci. Tumis bawang putih, serai, daun jeruk, daun salam, dan lengkuas sampai harum.
Masukkan daging ayam rebus ke dalam panci dan aduk rata dengan bumbu tumis.
Tuangkan air kaldu ayam ke dalam panci. Masak dengan api sedang hingga mendidih.
Angkat daging ayam dari panci dan suwir-suwir dengan menggunakan garpu.
Kembalikan daging ayam suwir ke dalam kaldu.
Tambahkan garam dan merica secukupnya. Masak dengan api kecil selama 15-20 menit agar bumbu meresap.
Siapkan mangkuk saji. Masukkan bihun dan tauge ke dalam mangkuk.
Tuangkan soto ayam beserta daging ayam suwir ke dalam mangkuk.
Taburi dengan bawang merah goreng dan daun seledri iris.
Sajikan soto Kudus dengan jeruk nipis wedges sebagai pelengkap",
102,"Soto madura, masakan",60,4,5,1,"20,000","https://blue.kumparan.com/image/upload/fl_progressive,fl_lossy,c_fill,q_auto:best,w_640/v1608983819/iwtinvrdf1iwfzc7y6sr.jpg","Bahan-bahan:

500 gram daging ayam, potong menjadi beberapa bagian
1 liter air
2 batang serai, memarkan
3 lembar daun jeruk
3 lembar daun salam
2 cm lengkuas, memarkan
3 siung bawang putih, haluskan
3 siung bawang merah, haluskan
1 sendok teh merica bubuk
1 sendok makan minyak goreng
Garam secukupnya
Penyedap rasa
Tauge secukupnya, seduh dengan air panas
Seledri, iris halus
Daun bawang, iris halus
Bawang goreng secukupnya
Jeruk nipis, iris menjadi wedges
Sambal cabe rawit (opsional)
Langkah-langkah:

Panaskan minyak goreng dalam panci besar. Tumis bawang putih dan bawang merah hingga harum.
Masukkan potongan daging ayam dan aduk hingga berubah warna.
Tambahkan air, serai, daun jeruk, daun salam, dan lengkuas. Biarkan mendidih.
Setelah mendidih, kecilkan api dan biarkan kuah soto mendidih perlahan selama sekitar 30-40 menit hingga daging ayam empuk dan kuah bumbu meresap.
Angkat daging ayam dan tiriskan. Kemudian, suwir-suwir daging ayam menggunakan garpu atau tangan.
Masukkan suwiran daging ayam kembali ke dalam kuah soto. Aduk rata dan masak sebentar hingga daging ayam hangat.
Koreksi rasa dengan garam dan penyedap rasa (jika menggunakan).
Sajikan soto Madura dalam mangkuk, tambahkan tauge, seledri, daun bawang, dan bawang goreng di atasnya.
Hidangkan soto Madura dengan jeruk nipis dan sambal cabe rawit sebagai pelengkap",
103,"Soto padang, masakan",127,6,7,11,"25,000",https://cdn0-production-images-kly.akamaized.net/zZ_-mjEWLrKnTDYdUD4IME9YEts=/1200x675/smart/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/962769/original/052946500_1440157100-20150822-Soto-Padang.jpg,"Bahan-bahan:

500 gram daging sapi, potong-potong
1 liter air
2 batang serai, memarkan
3 lembar daun jeruk
2 lembar daun salam
2 cm lengkuas, memarkan
3 siung bawang putih, cincang halus
3 siung bawang merah, cincang halus
1 sendok makan minyak goreng
Garam secukupnya
Merica bubuk secukupnya
Bahan pelengkap: mie bihun, tauge, daun seledri cincang, bawang goreng, sambal, jeruk nipis
Langkah-langkah:

Panaskan minyak goreng dalam panci besar. Tumis bawang putih dan bawang merah hingga harum.
Masukkan daging sapi dan aduk hingga berubah warna.
Tambahkan serai, daun jeruk, daun salam, dan lengkuas. Aduk rata.
Tuangkan air ke dalam panci dan biarkan mendidih.
Setelah mendidih, kecilkan api dan masak soto dengan api kecil selama sekitar 1-2 jam hingga daging sapi empuk dan kuah bumbu meresap.
Angkat daging sapi dari panci dan iris tipis-tipis. Sisihkan.
Saring kaldu soto untuk mendapatkan kuah yang jernih. Buang ampasnya.
Kembali panaskan kuah soto yang telah disaring. Tambahkan garam dan merica bubuk secukupnya. Aduk rata dan cek rasa.
Siapkan mangkuk saji dan letakkan mie bihun di dalamnya.
Siram mie bihun dengan kuah soto panas.
Tambahkan potongan daging sapi, tauge, daun seledri cincang, dan bawang goreng sebagai pelengkap.
Sajikan Soto Padang dengan sambal dan irisan jeruk nipis di sampingnya.",
104,"Soto pekalongan, masakan",94,3,7,5,"25,000",https://www.topwisata.info/wp-content/uploads/2021/12/Soto-Tauto-Pekalongan-1.jpg,"Bahan-bahan:

500 gram daging ayam, potong menjadi beberapa bagian
1 batang serai, memarkan
2 lembar daun salam
2 lembar daun jeruk
2 cm lengkuas, memarkan
3 siung bawang putih, haluskan
3 siung bawang merah, haluskan
1 sendok teh merica bubuk
1 sendok teh garam
1 sendok teh gula pasir
2 sendok makan minyak goreng
1 liter air
200 gram tauge
2 batang seledri, cincang halus
2 batang daun bawang, iris tipis
Bawang goreng, untuk taburan
Jeruk nipis, iris menjadi wedges
Langkah-langkah:

Panaskan minyak goreng dalam panci besar. Tumis bawang putih, bawang merah, serai, daun salam, daun jeruk, dan lengkuas hingga harum.
Masukkan potongan daging ayam ke dalam panci dan aduk hingga daging berubah warna.
Tambahkan air ke dalam panci dan biarkan mendidih. Kemudian kecilkan api dan biarkan kuah mendidih perlahan selama sekitar 45-60 menit hingga daging ayam empuk.
Angkat daging ayam dari kuah dan suwir-suwir dengan garpu. Sisihkan.
Saring kuah soto untuk mendapatkan kaldu yang jernih. Buang serai, daun salam, daun jeruk, dan lengkuas.
Masukkan kembali kaldu yang telah disaring ke dalam panci. Panaskan kembali kuah soto.
Tambahkan bawang putih, bawang merah, merica bubuk, garam, dan gula pasir ke dalam kuah. Aduk rata.
Masukkan tauge ke dalam kuah soto dan masak sebentar hingga tauge matang namun masih renyah.
Siapkan mangkuk saji, letakkan suwiran daging ayam di dalamnya. Tuangkan kuah soto beserta tauge ke dalam mangkuk.
Taburi soto dengan seledri cincang, daun bawang iris, dan bawang goreng.
Hidangkan Soto Pekalongan dengan jeruk nipis wedges di sisi mangkuk.
Soto Pekalongan siap disajikan. Nikmati selagi hangat.",
105,"Soto pemalang, masakan",75,4,5,4,"25,000",https://shopee.co.id/inspirasi-shopee/wp-content/uploads/2019/09/soto-tauto-pekalongan_crysthy.blogspot.com_-900x605-1.jpg,"Bahan-bahan:

500 gram daging ayam, potong menjadi bagian-bagian kecil
1 liter kaldu ayam
2 batang serai, memarkan bagian putihnya
3 lembar daun jeruk
2 lembar daun salam
2 cm lengkuas, memarkan
3 siung bawang putih, cincang halus
3 siung bawang merah, cincang halus
1 sendok makan minyak goreng
Garam secukupnya
Merica bubuk secukupnya
200 gram mie soun, rendam dalam air panas hingga lembut
Daun seledri, iris tipis untuk taburan
Bawang merah goreng untuk taburan
Jeruk nipis, iris menjadi wedges
Langkah-langkah:

Panaskan minyak goreng dalam panci. Tumis bawang putih dan bawang merah hingga harum.
Masukkan potongan daging ayam, aduk rata dan tumis hingga berubah warna.
Tambahkan serai, daun jeruk, daun salam, dan lengkuas. Aduk sebentar.
Tuangkan kaldu ayam ke dalam panci. Biarkan mendidih.
Setelah mendidih, kecilkan api dan biarkan kuah soto meresap selama sekitar 30-40 menit.
Angkat potongan daging ayam dan suwir-suwir dagingnya menggunakan garpu. Sisihkan.
Saring kaldu soto, buang bahan-bahan aromatiknya, dan masukkan kembali ke dalam panci.
Panaskan kembali kaldu soto yang sudah disaring. Tambahkan garam dan merica bubuk secukupnya sesuai selera.
Siapkan mangkuk saji. Letakkan mie soun yang telah direndam di dalam mangkuk.
Tuangkan kuah soto panas ke dalam mangkuk, lalu tambahkan suwiran daging ayam.
Hiasi soto dengan irisan daun seledri dan bawang merah goreng.
Sajikan soto pemalang dengan wedges jeruk nipis di sisi piring.",
106,"Soto sukaraja, masakan",80,3,4,9,"20,000",https://i0.wp.com/resepkoki.id/wp-content/uploads/2021/11/Resep-Soto-Sokaraja.jpg?fit=1125%2C1500&ssl=1,"Bahan-bahan:

500 gram daging ayam, potong-potong
1 batang serai, memarkan
3 lembar daun jeruk
2 lembar daun salam
2 cm jahe, memarkan
3 siung bawang putih, cincang halus
2 siung bawang merah, cincang halus
1 sendok teh merica bubuk
1 sendok teh garam
1 sendok makan minyak goreng
1 liter air
200 gram mie kuning
2 batang daun bawang, iris halus
Daun seledri, secukupnya untuk taburan
Bawang merah goreng, secukupnya untuk taburan
Jeruk nipis, iris menjadi wedges
Langkah-langkah:

Panaskan minyak dalam panci, tumis bawang putih dan bawang merah hingga harum.
Masukkan potongan daging ayam, serai, daun jeruk, daun salam, dan jahe. Tumis hingga daging ayam berubah warna.
Tuangkan air ke dalam panci dan masak hingga mendidih. Kemudian, kecilkan api dan biarkan mendidih perlahan selama sekitar 1 jam atau hingga daging ayam menjadi empuk.
Setelah daging ayam empuk, angkat daging ayam dan tiriskan. Suwir-suwir daging ayam menggunakan dua garpu.
Saring kaldu ayam yang telah dididihkan untuk mendapatkan kuah yang jernih. Kemudian, kembalikan kaldu ke dalam panci.
Masukkan merica bubuk dan garam ke dalam kaldu, aduk rata.
Didihkan kembali kaldu sambil memasak mie kuning sesuai petunjuk kemasan.
Setelah mie kuning matang, angkat dan tiriskan.
Siapkan mangkuk saji, masukkan mie kuning, suwiran daging ayam, dan daun bawang iris ke dalam mangkuk.
Tuangkan kuah kaldu panas ke dalam mangkuk.
Hias dengan daun seledri dan bawang merah goreng di atasnya.
Sajikan Soto Sukaraja dengan irisan jeruk nipis sebagai pelengkap.",
107,Ikan Mas pepes,209,15,11,12,"30,000",https://www.primarasa.co.id/images/images/pepes%20ikan%20mas%20duri%20lunak%281%29%281%29.jpg,"Bahan-bahan:

1 ekor ikan mas segar, bersihkan dan potong menjadi beberapa bagian
5 lembar daun pisang, untuk membungkus
3 lembar daun salam
3 batang serai, memarkan bagian putihnya
5 buah cabai merah, iris tipis (sesuai selera)
4 buah cabai rawit, iris halus (sesuai selera)
4 siung bawang merah, iris tipis
3 siung bawang putih, iris tipis
2 cm lengkuas, memarkan
1 cm kunyit, parut
1 cm jahe, parut
2 sendok makan minyak goreng
Garam secukupnya
Langkah-langkah:

Siapkan daun pisang, kemudian letakkan selembar daun salam di atasnya.
Campurkan bawang merah, bawang putih, cabai merah, cabai rawit, lengkuas, kunyit, dan jahe dalam wadah. Haluskan atau blender hingga menjadi pasta.
Panaskan minyak goreng dalam wajan. Tumis pasta bumbu yang telah dibuat hingga harum.
Masukkan ikan mas yang sudah dipotong ke dalam wajan. Aduk rata dengan bumbu yang telah ditumis. Tambahkan garam secukupnya.
Siapkan daun pisang yang telah diberi daun salam. Letakkan campuran ikan mas dan bumbu di atasnya.
Bungkus ikan mas dengan rapat menggunakan daun pisang. Gunakan lidi atau tusuk gigi untuk mengunci bungkusan agar tidak terbuka saat proses pengukusan.
Siapkan panci pengukus. Letakkan bungkusan ikan mas di atasnya dan kukus selama sekitar 30-40 menit hingga ikan matang sempurna.
Angkat ikan mas pepes dari panci pengukus. Buka bungkusan daun pisang dengan hati-hati.
Ikan mas pepes siap disajikan. Sajikan dengan nasi hangat dan sambal terasi sebagai pelengkap.",
108,Ikan mujahir goreng,416,47,24,1,"20,000",https://kurio-img.kurioapps.com/22/10/07/3521e216-d7b3-498d-a045-95973e196c36.jpg,"Bahan-bahan:

Ikan mujair, bersihkan dan lumuri dengan perasan jeruk nipis
Garam secukupnya
Merica bubuk secukupnya
Tepung terigu
Minyak goreng untuk menggoreng
Langkah-langkah:

Lumuri ikan mujair dengan garam dan merica bubuk. Biarkan meresap selama beberapa saat.
Panaskan minyak dalam wajan atau penggorengan.
Gulingkan ikan mujair yang telah dilumuri dengan tepung terigu hingga rata. Pastikan ikan terbalut tepung secara merata.
Masukkan ikan mujair ke dalam minyak panas. Goreng hingga kedua sisi ikan berwarna kecokelatan dan kering.
Angkat ikan mujair dari minyak dan tiriskan.
Sajikan ikan mujair goreng hangat sebagai hidangan utama. Nikmati dengan nasi dan sambal sebagai pelengkap.",
109,Ikan Mujahir pepes,121,22,3,1,"20,000","https://cdn.yummy.co.id/content-images/images/20210819/HB8RpCp0NbI8VcUlDD2FIxNsk5jLsvW3-31363239333837313239d41d8cd98f00b204e9800998ecf8427e.jpg?x-oss-process=image/format,webp","Bahan-bahan:

Ikan mujahir segar, potong menjadi beberapa bagian
Daun pisang untuk membungkus
Bumbu halus:
5 siung bawang merah
3 siung bawang putih
3 buah cabai merah (sesuaikan dengan tingkat kepedasan yang diinginkan)
2 cm jahe
2 cm lengkuas
1 batang serai, memarkan
1 sendok teh terasi (opsional)
Garam secukupnya
Gula secukupnya
Langkah-langkah:

Campurkan semua bumbu halus dalam blender atau ulek hingga halus.
Panaskan sedikit minyak dalam wajan, tumis bumbu halus hingga harum dan matang.
Masukkan potongan ikan mujahir ke dalam tumisan bumbu, aduk rata hingga ikan terbalut dengan bumbu.
Siapkan daun pisang, letakkan sejumput tumisan ikan mujahir di atasnya.
Bungkus ikan dengan rapi menggunakan daun pisang, ikat dengan tali rafia atau lidi.
Panaskan kukusan, lalu kukus ikan mujahir pepes selama 20-30 menit atau hingga ikan matang sempurna.
Setelah matang, angkat dan buka bungkusan daun pisang.
Ikan mujahir pepes siap disajikan. Nikmati dengan nasi hangat dan sambal jika diinginkan",
